symbol	gene_number	ensembl_gene	ensembl_trans	chebl_id	uniprot_gname	entrez_id	wikigene
GNE	10020.1	ENSG00000159921	ENST00000396594		Q9Y223	10020.0	10020.0
SLC25A26	115286.3	ENSG00000144741	ENST00000354883			115286.0	115286.0
SLC25A26	115286.2	ENSG00000144741	ENST00000354883			115286.0	115286.0
SLC25A26	115286.1	ENSG00000144741	ENST00000354883			115286.0	115286.0
AMPD2	271.2	ENSG00000116337	ENST00000531734		Q9DBT5	271.0	271.0
AMPD1	270.1	ENSG00000116748	ENST00000520113	CHEMBL2869	P23109	270.0	270.0
AMPD2	271.1	ENSG00000116337	ENST00000531734		Q9DBT5	271.0	271.0
AMPD3	272.1	ENSG00000133805	ENST00000532250		O08739	272.0	272.0
AMPD2	271.3	ENSG00000116337	ENST00000531734		Q9DBT5	271.0	271.0
ANPEP	290.1	ENSG00000166825	ENST00000300060	CHEMBL1907	P15144	290.0	290.0
AMY2B	280.1	ENSG00000240038	ENST00000477657			280.0	280.0
AMY1C	278.1	ENSG00000187733	ENST00000370079	CHEMBL2478	P04745	278.0	278.0
AMY1A	276.1	ENSG00000237763	ENST00000370079	CHEMBL2478		276.0	276.0
AMY1B	277.1	ENSG00000174876	ENST00000370079	CHEMBL2478	P04745	277.0	278.0
SLC3A1	6519.1	ENSG00000138079	ENST00000260649		Q07837	6519.0	6519.0
SLC7A9	11136.1	ENSG00000021488	ENST00000590341		P82251	11136.0	11136.0
AMY1A	276.2	ENSG00000237763	ENST00000370079	CHEMBL2478		276.0	276.0
AMY2A	279.1	ENSG00000243480	ENST00000414303	CHEMBL2045	P04746	279.0	279.0
NUDT2	318.1	ENSG00000164978	ENST00000379158		P50583	318.0	318.0
NUDT2	318.3	ENSG00000164978	ENST00000379158		P50583	318.0	318.0
NUDT2	318.2	ENSG00000164978	ENST00000379158		P50583	318.0	318.0
SLC27A5	10998.1	ENSG00000083807	ENST00000595851		Q4LDG0	10998.0	10998.0
AZIN2	113451.1	ENSG00000142920	ENST00000294517		Q96A70	113451.0	113451.0
SLC7A6	9057.1	ENSG00000103064	ENST00000219343		Q92536	9057.0	9057.0
ARG1	383.1	ENSG00000118520	ENST00000368087	CHEMBL1075097	P05089	383.0	383.0
ARG2	384.1	ENSG00000081181	ENST00000261783	CHEMBL1795148	P78540	384.0	384.0
ASL	435.1	ENSG00000126522	ENST00000304874		P04424	435.0	435.0
ASS1	445.1	ENSG00000130707	ENST00000352480		P00966	445.0	445.0
ASS1	445.2	ENSG00000130707	ENST00000352480		P00966	445.0	445.0
SLC25A2	83884.1	ENSG00000120329	ENST00000239451		Q9BXI2	83884.0	83884.0
SLC25A15	10166.1	ENSG00000102743	ENST00000338625		Q9Y619	10166.0	10166.0
ARSA	410.1	ENSG00000100299	ENST00000608497		P50428	410.0	410.0
ASAH1	427.1	ENSG00000104763	ENST00000262097	CHEMBL5463	Q13510	427.0	427.0
ASAH1	427.2	ENSG00000104763	ENST00000262097	CHEMBL5463	Q13510	427.0	427.0
SLC23A2	9962.2	ENSG00000089057	ENST00000338244	CHEMBL3271	Q9UGH3	9962.0	9962.0
SLC23A1	9963.1	ENSG00000170482	ENST00000353963		Q9UHI7	9963.0	9963.0
SLC23A2	9962.1	ENSG00000089057	ENST00000338244	CHEMBL3271	Q9UGH3	9962.0	9962.0
SLC23A1	9963.2	ENSG00000170482	ENST00000353963		Q9UHI7	9963.0	9963.0
ASRGL1	80150.1	ENSG00000162174	ENST00000415229		Q7L266	80150.0	80150.0
ASNS	440.1	ENSG00000070669	ENST00000394309	CHEMBL3120	P08243	440.0	440.0
ASNS	440.3	ENSG00000070669	ENST00000394309	CHEMBL3120	P08243	440.0	440.0
ASNS	440.2	ENSG00000070669	ENST00000394309	CHEMBL3120	P08243	440.0	440.0
CAD	790.1	ENSG00000084774	ENST00000264705	CHEMBL3093	P27708	790.0	790.0
SLC1A6	6511.1	ENSG00000105143	ENST00000430939		O35544	6511.0	6511.0
SLC1A1	6505.1	ENSG00000106688	ENST00000262352	CHEMBL2721	P43005	6505.0	6505.0
SLC1A3	6507.1	ENSG00000079215	ENST00000265113	CHEMBL3085	P43003	6507.0	6507.0
SLC1A2	6506.1	ENSG00000110436	ENST00000278379	CHEMBL4973	P43004	6506.0	6506.0
SLC1A7	6512.1	ENSG00000162383	ENST00000371494	CHEMBL4390	O00341	6512.0	6512.0
ATP6V0A4	50617.1	ENSG00000105929	ENST00000310018		Q9HBG4	50617.0	50617.0
ATP6V0B	533.1	ENSG00000117410	ENST00000472505		Q91V37	533.0	533.0
ATP6V0C	527.1	ENSG00000185883	ENST00000330398		P27449	527.0	527.0
ATP6V0E1	8992.1	ENSG00000113732	ENST00000519374		O15342	8992.0	8992.0
ATP6V0D2	245972.1	ENSG00000147614	ENST00000521564		Q80SY3	245972.0	245972.0
ATP6V0D1	9114.1	ENSG00000159720	ENST00000290949		P61421	9114.0	9114.0
ATP6V0A1	535.1	ENSG00000033627	ENST00000393829		Q93050	535.0	535.0
ATP6V0A4	50617.3	ENSG00000105929	ENST00000310018		Q9HBG4	50617.0	50617.0
TCIRG1	10312.1	ENSG00000110719	ENST00000265686		Q13488	10312.0	10312.0
ATP6V0A4	50617.2	ENSG00000105929	ENST00000310018		Q9HBG4	50617.0	50617.0
ATP6V0A2	23545.1	ENSG00000185344	ENST00000330342		Q9Y487	23545.0	23545.0
TCIRG1	10312.2	ENSG00000110719	ENST00000265686		Q13488	10312.0	10312.0
ATP6V1D	51382.1	ENSG00000100554	ENST00000554087		Q9Y5K8	51382.0	51382.0
ATP6V1F	9296.1	ENSG00000128524	ENST00000249289		Q16864	9296.0	9296.0
ATP6V1E1	529.1	ENSG00000131100	ENST00000253413		P36543	529.0	529.0
ATP6V1C2	245973.1	ENSG00000143882	ENST00000272238		Q8NEY4	245973.0	245973.0
ATP6V1A	523.1	ENSG00000114573	ENST00000273398		P38606	523.0	523.0
ATP6V1H	51606.1	ENSG00000047249	ENST00000355221		Q9UI12	51606.0	51606.0
ATP6V1G1	9550.1	ENSG00000136888	ENST00000374050		O75348	9550.0	9550.0
ATP6V1B2	526.1	ENSG00000147416	ENST00000276390	CHEMBL5641	P21281	526.0	526.0
ATP6V1G3	127124.1	ENSG00000151418	ENST00000367382		Q96LB4	127124.0	127124.0
ATP6V1B1	525.1	ENSG00000116039	ENST00000234396	CHEMBL3217	P15313	525.0	525.0
ATP6V1E2	90423.1	ENSG00000250565	ENST00000306448		Q96A05	90423.0	90423.0
ATP6V1H	51606.2	ENSG00000047249	ENST00000355221		Q9UI12	51606.0	51606.0
ATP6V1H	51606.3	ENSG00000047249	ENST00000355221		Q9UI12	51606.0	51606.0
ATP6V1G2	534.2	ENSG00000226850	ENST00000449748		O95670	534.0	534.0
ATP6V1C1	528.2	ENSG00000155097	ENST00000518857		Q9Z1G3	528.0	528.0
ATP6V1G2	534.1	ENSG00000226850	ENST00000449748		O95670	534.0	534.0
ATP6V1C1	528.1	ENSG00000155097	ENST00000518857		Q9Z1G3	528.0	528.0
ATP6V1G3	127124.2	ENSG00000151418	ENST00000367382		Q96LB4	127124.0	127124.0
ENTPD2	954.1	ENSG00000054179	ENST00000355097	CHEMBL5049	Q9Y5L3	954.0	954.0
ENTPD2	954.2	ENSG00000054179	ENST00000355097	CHEMBL5049	Q9Y5L3	954.0	954.0
ENTPD1	953.1	ENSG00000138185	ENST00000453258	CHEMBL5722	P49961	953.0	953.0
ENTPD3	956.1	ENSG00000168032	ENST00000301825	CHEMBL5897	O75355	956.0	956.0
ENTPD6	955.1	ENSG00000197586	ENST00000354989		O75354	955.0	955.0
ENTPD5	957.1	ENSG00000187097	ENST00000557325		Q9WUZ9	957.0	957.0
ENTPD8	377841.1	ENSG00000188833	ENST00000344119	CHEMBL5338	Q5MY95	377841.0	377841.0
ATP5D	513.1	ENSG00000099624	ENST00000395633		P30049	513.0	513.0
ATP5A1	498.2	ENSG00000152234	ENST00000398752	CHEMBL2062351	P25705	498.0	498.0
ATP5B	506.1	ENSG00000110955	ENST00000551020		P56480	506.0	506.0
ATP5C1	509.2	ENSG00000165629	ENST00000356708		P36542	509.0	509.0
ATP5E	514.1	ENSG00000124172	ENST00000243997		P56381	514.0	514.0
ATP5D	513.2	ENSG00000099624	ENST00000395633		P30049	513.0	513.0
ATP5E	514.2	ENSG00000124172	ENST00000243997		P56381	514.0	514.0
ATP5C1	509.1	ENSG00000165629	ENST00000356708		P36542	509.0	509.0
ATP5A1	498.1	ENSG00000152234	ENST00000398752	CHEMBL2062351	P25705	498.0	498.0
ATP5A1	498.3	ENSG00000152234	ENST00000398752	CHEMBL2062351	P25705	498.0	498.0
ATP5L	10632.1	ENSG00000167283	ENST00000300688		O75964	10632.0	10632.0
NSF	4905.1	ENSG00000276262	ENST00000620290	CHEMBL2311231	P46460	4905.0	4905.0
ATP5H	10476.1	ENSG00000167863	ENST00000301587		O75947	10476.0	10476.0
ATP5J2	9551.3	ENSG00000241468	ENST00000414062		P56134	9551.0	9551.0
ATP5J	522.5	ENSG00000154723	ENST00000400099		P97450	522.0	522.0
ATP5G1	516.2	ENSG00000159199	ENST00000355938		P05496	516.0	516.0
ATP5I	521.1	ENSG00000169020	ENST00000304312		P56385	521.0	521.0
ATP5F1	515.1	ENSG00000116459	ENST00000369722		P24539	515.0	515.0
ATP5G3	518.3	ENSG00000154518	ENST00000284727		P48201	518.0	518.0
ATP5F1	515.2	ENSG00000116459	ENST00000369722		P24539	515.0	515.0
ATP5H	10476.2	ENSG00000167863	ENST00000301587		O75947	10476.0	10476.0
ATP5J	522.3	ENSG00000154723	ENST00000400099		P97450	522.0	522.0
ATP5G2	517.2	ENSG00000135390	ENST00000602871		Q06055	517.0	517.0
ATP5J2	9551.2	ENSG00000241468	ENST00000414062		P56134	9551.0	9551.0
ATP5G3	518.2	ENSG00000154518	ENST00000284727		P48201	518.0	518.0
ATP5J2	9551.1	ENSG00000241468	ENST00000414062		P56134	9551.0	9551.0
ATP5J	522.4	ENSG00000154723	ENST00000400099		P97450	522.0	522.0
ATP5J	522.2	ENSG00000154723	ENST00000400099		P97450	522.0	522.0
ATP5F1	515.3	ENSG00000116459	ENST00000369722		P24539	515.0	515.0
ATP5J	522.1	ENSG00000154723	ENST00000400099		P97450	522.0	522.0
ATP5G2	517.1	ENSG00000135390	ENST00000602871		Q06055	517.0	517.0
ATP5G1	516.1	ENSG00000159199	ENST00000355938		P05496	516.0	516.0
ATP5G3	518.1	ENSG00000154518	ENST00000284727		P48201	518.0	518.0
ATP5S	27109.1	ENSG00000125375	ENST00000245448		Q99766	27109.0	27109.0
ATP5O	539.1	ENSG00000241837	ENST00000431254		Q9DB20	539.0	539.0
ATP5L2	267020.1	ENSG00000249222	ENST00000505920		Q7Z4Y8	267020.0	267020.0
SLC25A4	291.1	ENSG00000151729	ENST00000281456		P12235	291.0	291.0
SLC25A6	293.1	ENSG00000169100	ENST00000381401		P12236	293.0	293.0
SLC25A5	292.1	ENSG00000005022	ENST00000317881		P05141	292.0	292.0
MANBA	4126.1	ENSG00000109323	ENST00000226578	CHEMBL3903	O00462	4126.0	4126.0
B3GALNT1	8706.4	ENSG00000169255	ENST00000320474		O75752	8706.0	8706.0
B3GALNT1	8706.1	ENSG00000169255	ENST00000320474		O75752	8706.0	8706.0
B3GALNT1	8706.3	ENSG00000169255	ENST00000320474		O75752	8706.0	8706.0
B3GALNT1	8706.2	ENSG00000169255	ENST00000320474		O75752	8706.0	8706.0
B3GALT4	8705.1	ENSG00000235155	ENST00000419471		O96024	8705.0	8705.0
B3GALT5	10317.4	ENSG00000183778	ENST00000380620	CHEMBL2321635	Q9Y2C3	10317.0	10317.0
B3GALT5	10317.1	ENSG00000183778	ENST00000380620	CHEMBL2321635	Q9Y2C3	10317.0	10317.0
B3GALT5	10317.3	ENSG00000183778	ENST00000380620	CHEMBL2321635	Q9Y2C3	10317.0	10317.0
B3GALT5	10317.2	ENSG00000183778	ENST00000380620	CHEMBL2321635	Q9Y2C3	10317.0	10317.0
B3GALT5	10317.5	ENSG00000183778	ENST00000380620	CHEMBL2321635	Q9Y2C3	10317.0	10317.0
B3GNT5	84002.1	ENSG00000176597	ENST00000326505		Q9BYG0	84002.0	84002.0
BAAT	570.1	ENSG00000276559	ENST00000621712		Q91X34	570.0	570.0
HLCS	3141.1	ENSG00000159267	ENST00000336648	CHEMBL2062354	P50747	3141.0	3141.0
SLC32A1	140679.1	ENSG00000101438	ENST00000217420		Q9H598	140679.0	140679.0
BBOX1	8424.1	ENSG00000129151	ENST00000529202	CHEMBL2163175	O75936	8424.0	8424.0
BCO1	53630.1	ENSG00000135697	ENST00000258168		Q9HAY6	53630.0	53630.0
GBA3	57733.1	ENSG00000249948	ENST00000508166		Q9H227	57733.0	57733.0
BDH1	622.2	ENSG00000275544	ENST00000617317		Q80XN0	622.0	622.0
BDH1	622.3	ENSG00000275544	ENST00000617317		Q80XN0	622.0	622.0
BDH1	622.1	ENSG00000275544	ENST00000617317		Q80XN0	622.0	622.0
ALG1	56052.1	ENSG00000033011	ENST00000588623		Q921Q3	56052.0	56052.0
BHMT2	23743.1	ENSG00000132840	ENST00000255192	CHEMBL2163167	Q9H2M3	23743.0	23743.0
BHMT	635.1	ENSG00000145692	ENST00000274353	CHEMBL4328	Q93088	635.0	635.0
SLCO1B1	10599.1	ENSG00000134538	ENST00000256958	CHEMBL1697668	Q9Y6L6	10599.0	10599.0
ABCC2	1244.1	ENSG00000023839	ENST00000370449	CHEMBL5748	Q92887	1244.0	1244.0
ABCC3	8714.1	ENSG00000108846	ENST00000515707		B2RX12	8714.0	8714.0
SLCO1B3	28234.1	ENSG00000111700	ENST00000540853		Q9JJL3	28234.0	28234.0
BLVRB	645.1	ENSG00000090013	ENST00000595483		P30043	645.0	645.0
BLVRA	644.1	ENSG00000106605	ENST00000265523		P53004	644.0	644.0
PIGB	9488.1	ENSG00000069943	ENST00000565367			9488.0	9488.0
BPNT1	10380.1	ENSG00000162813	ENST00000469520		O95861	10380.0	10380.0
BTD	686.1	ENSG00000169814	ENST00000427382		P43251	686.0	686.0
SLC5A6	8884.1	ENSG00000138074	ENST00000310574		Q9Y289	8884.0	8884.0
SLC19A3	80704.1	ENSG00000135917	ENST00000425817		Q9BZV2	80704.0	80704.0
UPB1	51733.1	ENSG00000100024	ENST00000415388		Q8VC97	51733.0	51733.0
TM7SF2	7108.1	ENSG00000149809	ENST00000526809		Q71KT5	7108.0	7108.0
AUH	549.1	ENSG00000148090	ENST00000375731		Q13825	549.0	549.0
ECH1	1891.1	ENSG00000104823	ENST00000221418		Q13011	1891.0	1891.0
EHHADH	1962.1	ENSG00000113790	ENST00000231887		Q08426	1962.0	1962.0
NSDHL	50814.1	ENSG00000147383	ENST00000370274		Q15738	50814.0	50814.0
HSD17B4	3295.1	ENSG00000133835	ENST00000256216	CHEMBL5814	P51659	3295.0	3295.0
MSMO1	6307.1	ENSG00000052802	ENST00000261507		Q15800	6307.0	6307.0
ATP2B3	492.1	ENSG00000067842	ENST00000349466		Q16720	492.0	492.0
ATP2B2	491.1	ENSG00000157087	ENST00000352432		Q01814	491.0	491.0
ATP2B1	490.1	ENSG00000070961	ENST00000359142		P20020	490.0	490.0
ATP2B4	493.1	ENSG00000058668	ENST00000357681		P23634	493.0	493.0
CAT	847.1	ENSG00000121691	ENST00000241052		P04040	847.0	847.0
SLC8A3	6547.6	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
SLC8A3	6547.4	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
SLC8A3	6547.2	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
SLC8A1	6546.1	ENSG00000183023	ENST00000406785	CHEMBL4076	P32418	6546.0	6546.0
SLC8A3	6547.1	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
SLC8A3	6547.5	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
SLC8A2	6543.1	ENSG00000118160	ENST00000236877		Q9UPR5	6543.0	6543.0
SLC8A3	6547.3	ENSG00000100678	ENST00000356921		P57103	6547.0	6547.0
MMAA	166785.1	ENSG00000151611	ENST00000281317		Q8IVH4	166785.0	166785.0
G6PC	2538.1	ENSG00000131482	ENST00000592383	CHEMBL2282	P35575	2538.0	2538.0
G6PC2	57818.1	ENSG00000278373	ENST00000622133		Q9NQR9	57818.0	57818.0
G6PC3	92579.1	ENSG00000141349	ENST00000269097		Q9BUM1	92579.0	92579.0
CPS1	1373.1	ENSG00000021826	ENST00000417946		P31327	1373.0	1373.0
CPS1	1373.2	ENSG00000021826	ENST00000417946		P31327	1373.0	1373.0
CBR1	873.1	ENSG00000159228	ENST00000530908	CHEMBL5586	P16152	873.0	873.0
CDIPT	10423.1	ENSG00000103502	ENST00000219789		O14735	10423.0	10423.0
CDIPT	10423.2	ENSG00000103502	ENST00000219789		O14735	10423.0	10423.0
CDS1	1040.1	ENSG00000163624	ENST00000295887		Q92903	1040.0	1040.0
CDS2	8760.1	ENSG00000101290	ENST00000460006		O95674	8760.0	8760.0
CEPT1	10390.1	ENSG00000134255	ENST00000357172		Q9Y6K0	10390.0	10390.0
CHPT1	56994.1	ENSG00000111666	ENST00000229266		Q8WUD6	56994.0	56994.0
CERK	64781.1	ENSG00000100422	ENST00000216264	CHEMBL1764936	Q8TCT0	64781.0	64781.0
CERK	64781.2	ENSG00000100422	ENST00000216264	CHEMBL1764936	Q8TCT0	64781.0	64781.0
COL4A3BP	10087.1	ENSG00000113163	ENST00000357457			10087.0	10087.0
SLC15A2	6565.1	ENSG00000163406	ENST00000489711	CHEMBL1743125	Q16348	6565.0	6565.0
CH25H	9023.1	ENSG00000138135	ENST00000371852		O95992	9023.0	9023.0
CHAT	1103.4	ENSG00000070748	ENST00000339797	CHEMBL4039	P28329	1103.0	1103.0
CHAT	1103.2	ENSG00000070748	ENST00000339797	CHEMBL4039	P28329	1103.0	1103.0
CHAT	1103.3	ENSG00000070748	ENST00000339797	CHEMBL4039	P28329	1103.0	1103.0
CHAT	1103.1	ENSG00000070748	ENST00000339797	CHEMBL4039	P28329	1103.0	1103.0
PHOSPHO1	162466.1	ENSG00000173868	ENST00000310544	CHEMBL6113	Q8TCT1	162466.0	162466.0
PCYT1A	5130.1	ENSG00000161217	ENST00000441879			5130.0	5130.0
PCYT1B	9468.1	ENSG00000102230	ENST00000379145		Q9Y5K3	9468.0	9468.0
SLCO1A2	6579.1	ENSG00000084453	ENST00000307378	CHEMBL1743123	P46721	6579.0	6579.0
SLC10A1	6554.1	ENSG00000100652	ENST00000216540	CHEMBL5287	Q14973	6554.0	6554.0
SLC10A2	6555.1	ENSG00000125255	ENST00000245312	CHEMBL2778	Q12908	6555.0	6555.0
ABCC3	8714.3	ENSG00000108846	ENST00000515707		B2RX12	8714.0	8714.0
ABCB11	8647.1	ENSG00000276582	ENST00000618180		Q9QY30	8647.0	8647.0
ABCC3	8714.2	ENSG00000108846	ENST00000515707		B2RX12	8714.0	8714.0
CHDH	55349.1	ENSG00000016391	ENST00000315251		Q8NE62	55349.0	55349.0
CHKB	1120.2	ENSG00000100288	ENST00000406938		Q9Y259	1120.0	1120.0
CHKA	1119.1	ENSG00000110721	ENST00000265689	CHEMBL3117	P35790	1119.0	1119.0
CHKB	1120.1	ENSG00000100288	ENST00000406938		Q9Y259	1120.0	1120.0
CHKA	1119.2	ENSG00000110721	ENST00000265689	CHEMBL3117	P35790	1119.0	1119.0
SLC5A7	60482.1	ENSG00000115665	ENST00000409059	CHEMBL4507	Q9GZV3	60482.0	60482.0
SLC22A2	6582.1	ENSG00000112499	ENST00000366953	CHEMBL1743122	O15244	6582.0	6582.0
SLC22A5	6584.1	ENSG00000197375	ENST00000245407	CHEMBL2073693	O76082	6584.0	6584.0
SLC22A2	6582.2	ENSG00000112499	ENST00000366953	CHEMBL1743122	O15244	6582.0	6582.0
SULT2B1	6820.1	ENSG00000088002	ENST00000201586	CHEMBL1743297	O00204	6820.0	6820.0
STARD3	10948.1	ENSG00000131748	ENST00000336308		Q14849	10948.0	10948.0
ABCA1	19.1	ENSG00000165029	ENST00000374736	CHEMBL2362986	O95477	19.0	19.0
CHIA	27159.1	ENSG00000134216	ENST00000422815		Q13231	27159.0	27159.0
MANSC1	54682.1	ENSG00000111261	ENST00000535902		Q9H8J5	54682.0	54682.0
CHIT1	1118.1	ENSG00000133063	ENST00000367229	CHEMBL3080	Q13231	1118.0	1118.0
CHIA	27159.2	ENSG00000134216	ENST00000422815		Q13231	27159.0	27159.0
CLYBL	171425.1	ENSG00000125246	ENST00000376355		Q8N0X4	171425.0	171425.0
CLYBL	171425.2	ENSG00000125246	ENST00000376355		Q8N0X4	171425.0	171425.0
SLC13A2	9058.1	ENSG00000007216	ENST00000444914		Q13183	9058.0	9058.0
SLC25A1	6576.1	ENSG00000100075	ENST00000215882		P53007	6576.0	6576.0
CKMT1B	1159.1	ENSG00000237289	ENST00000453782		P30275	1159.0	1159.0
CKMT2	1160.1	ENSG00000131730	ENST00000254035		P17540	1160.0	1160.0
CKMT1A	548596.1	ENSG00000223572	ENST00000434505		P12532	548596.0	548596.0
CKB	1152.1	ENSG00000166165	ENST00000348956	CHEMBL6049	P12277	1152.0	1152.0
CKM	1158.1	ENSG00000104879	ENST00000221476	CHEMBL2656	P06732	1158.0	1158.0
SLC26A4	5172.1	ENSG00000091137	ENST00000265715		O43511	5172.0	5172.0
SLC26A6	65010.1	ENSG00000225697	ENST00000420764		Q9BXS9	65010.0	65010.0
SLC26A6	65010.3	ENSG00000225697	ENST00000420764		Q9BXS9	65010.0	65010.0
SLC26A6	65010.2	ENSG00000225697	ENST00000420764		Q9BXS9	65010.0	65010.0
CRLS1	54675.1	ENSG00000088766	ENST00000378863		Q9UJA2	54675.0	54675.0
SLC35A1	10559.1	ENSG00000164414	ENST00000369552		P78382	10559.0	10559.0
CMAS	55907.1	ENSG00000111726	ENST00000229329		Q8NFW8	55907.0	55907.0
SLC25A16	8034.1	ENSG00000122912	ENST00000609923		P16260	8034.0	8034.0
CES2	8824.1	ENSG00000172831	ENST00000417689	CHEMBL3180	O00748	8824.0	8824.0
COQ3	51805.1	ENSG00000132423	ENST00000254759		Q9NZJ6	51805.0	51805.0
COQ6	51004.1	ENSG00000119723	ENST00000394026		Q9Y2Z9	51004.0	51004.0
COQ6	51004.2	ENSG00000119723	ENST00000394026		Q9Y2Z9	51004.0	51004.0
COQ7	10229.1	ENSG00000167186	ENST00000321998		Q99807	10229.0	10229.0
GCNT3	9245.1	ENSG00000140297	ENST00000559189			9245.0	9245.0
GCNT1	2650.1	ENSG00000187210	ENST00000376730	CHEMBL2321632	Q02742	2650.0	2650.0
GCNT4	51301.1	ENSG00000176928	ENST00000322348		Q9P109	51301.0	51301.0
B3GNT6	192134.1	ENSG00000198488	ENST00000528622			192134.0	192134.0
CPOX	1371.1	ENSG00000080819	ENST00000512905		P36552	1371.0	1371.0
SLC6A8	6535.1	ENSG00000130821	ENST00000253122		P48029	6535.0	6535.0
SLC6A10P	386757.1	ENSG00000214617				386757.0	
CRAT	1384.1	ENSG00000095321	ENST00000318080	CHEMBL3184	P43155	1384.0	1384.0
SLC22A4	6583.1	ENSG00000197208	ENST00000200652	CHEMBL2073668	Q9H015	6583.0	6583.0
CS	1431.1	ENSG00000062485	ENST00000549143		Q9CZU6	1431.0	1431.0
CS	1431.2	ENSG00000062485	ENST00000549143		Q9CZU6	1431.0	1431.0
CROT	54677.1	ENSG00000005469	ENST00000419147	CHEMBL2206	Q9UKG9	54677.0	54677.0
CRAT	1384.2	ENSG00000095321	ENST00000318080	CHEMBL3184	P43155	1384.0	1384.0
CRAT	1384.3	ENSG00000095321	ENST00000318080	CHEMBL3184	P43155	1384.0	1384.0
CTPS1	1503.1	ENSG00000171793	ENST00000372621		P17812	1503.0	1503.0
CTPS2	56474.1	ENSG00000047230	ENST00000359276		Q9NRF8	56474.0	56474.0
UQCRC1	7384.1	ENSG00000010256	ENST00000203407		P31930	7384.0	7384.0
UQCRH	7388.1	ENSG00000173660	ENST00000311672		P07919	7388.0	7388.0
MT-CYB	4519.1	ENSG00000198727	ENST00000361789		P00156	4519.0	4519.0
UQCR11	10975.1	ENSG00000127540	ENST00000591899		O14957	10975.0	10975.0
UQCR10	29796.2	ENSG00000184076	ENST00000330029	CHEMBL2388	Q9UDW1	29796.0	29796.0
UQCRC2	7385.1	ENSG00000140740	ENST00000268379		P22695	7385.0	7385.0
CYC1	1537.1	ENSG00000179091	ENST00000318911		P08574	1537.0	1537.0
UQCRFS1	7386.1	ENSG00000169021	ENST00000304863		P47985	7386.0	7386.0
UQCRQ	27089.1	ENSG00000164405	ENST00000378670		O14949	27089.0	27089.0
UQCRB	7381.1	ENSG00000156467	ENST00000287022	CHEMBL1671612	P14927	7381.0	7381.0
UQCR10	29796.1	ENSG00000184076	ENST00000330029	CHEMBL2388	Q9UDW1	29796.0	29796.0
COX6A1	1337.1	ENSG00000111775	ENST00000229379		P12074	1337.0	1337.0
COX7A2	1347.1	ENSG00000112695	ENST00000370081		P14406	1347.0	1347.0
COX6B1	1340.1	ENSG00000126267	ENST00000246554		P14854	1340.0	1340.0
COX7C	1350.1	ENSG00000127184	ENST00000247655		P15954	1350.0	1350.0
COX4I1	1327.1	ENSG00000131143	ENST00000565078		P19783	1327.0	1327.0
COX7B	1349.1	ENSG00000131174	ENST00000481445		P24311	1349.0	1349.0
COX5B	1329.1	ENSG00000135940	ENST00000258424		P10606	1329.0	1329.0
COX6A2	1339.1	ENSG00000156885	ENST00000287490		Q02221	1339.0	1339.0
COX6C	1345.1	ENSG00000164919	ENST00000522934		P09669	1345.0	1345.0
COX7B2	170712.1	ENSG00000170516	ENST00000396533		Q8TF08	170712.0	170712.0
COX8A	1351.1	ENSG00000176340	ENST00000314133		P10176	1351.0	1351.0
COX5A	9377.1	ENSG00000178741	ENST00000322347		P20674	9377.0	9377.0
COX8C	341947.1	ENSG00000277018	ENST00000620478			341947.0	341947.0
SLC7A5	8140.1	ENSG00000103257	ENST00000565644	CHEMBL4459	Q01650	8140.0	8140.0
SLC7A8	23428.1	ENSG00000092068	ENST00000339733		Q9QXW9	23428.0	23428.0
SLC7A8	23428.2	ENSG00000092068	ENST00000339733		Q9QXW9	23428.0	23428.0
CDO1	1036.1	ENSG00000129596	ENST00000250535		Q16878	1036.0	1036.0
SLC43A2	124935.1	ENSG00000278550	ENST00000613070			124935.0	124935.0
CTH	1491.1	ENSG00000116761	ENST00000370938		P32929	1491.0	1491.0
CTH	1491.2	ENSG00000116761	ENST00000370938		P32929	1491.0	1491.0
SLC7A11	23657.1	ENSG00000151012	ENST00000280612	CHEMBL1075149	Q9UPY5	23657.0	23657.0
CBS	875.1	ENSG00000274276	ENST00000398158		Q91WT9	875.0	102724560.0
CDA	978.1	ENSG00000158825	ENST00000375071	CHEMBL4502	P32320	978.0	978.0
AICDA	57379.1	ENSG00000111732	ENST00000229335		Q9GZX7	57379.0	57379.0
UCK2	7371.1	ENSG00000143179	ENST00000367879	CHEMBL2469	Q9BZX2	7371.0	7371.0
UCK1	83549.1	ENSG00000130717	ENST00000372210	CHEMBL5682	Q9HA47	83549.0	83549.0
CMPK1	51727.1	ENSG00000162368	ENST00000371873	CHEMBL5681	P30085	51727.0	51727.0
CMPK2	129607.1	ENSG00000134326	ENST00000256722		Q5EBM0	129607.0	129607.0
DGKI	9162.1	ENSG00000157680	ENST00000453654			9162.0	9162.0
DGKB	1607.1	ENSG00000136267	ENST00000403951		Q9Y6T7	1607.0	1607.0
DGKZ	8525.2	ENSG00000149091	ENST00000343674		Q13574	8525.0	8525.0
DGKH	160851.1	ENSG00000102780	ENST00000337343		Q86XP1	160851.0	160851.0
